text,label
He is an tulu film actor tulunad Prince daring Star pruthvi..,5
@Nandi Parthasarathi hogo ninna akkna tullu ninna tara kelsa ilva nange yenu yavglu comments madkondu tika muchkondu sidege hogo,2
Vijay prakash sir super voice,0
Tik talkgintha nivu mado roast  best guru,0
Nimge edu funny ansutha,2
Telugu lo super,5
ಕೆ ಜಿ ಎಪ್ ನಂತರ ಮತ್ತೂಂದು ಕನ್ನಡದ  ಹೆಮ್ಮೆ,0
Bro e tiktok madovrna modlu thuldu sayisbeku ...nBari bildup kodo sedegale erodu bvrc galu,4
super super bro,5
ಕ್ಯಾಬ್ ಡ್ರೈವರ್ ಅಂದ್ರೆ ಕಳ್ದ್ರು ತರ ನೋಡೋ ಈ ಸಮಾಜದಲ್ಲಿ ನಾನು ಕ್ಯಾಬ್ ಚಾಲಕ ಅಂತ ಹೆಮ್ಮೆಯಿಂದ ಹೆಳ್ತೀರಲ್ಲಾ ತುಂಬಾ ಖುಷಿಯಾಯ್ತು ಸಾರ್ ಈ ಸಮಾಜದಲ್ಲಿ ಇರೋರು ನಿಮ್ಮನ್ನ ನೋಡಿ ಕಲಿಯೋದು ತುಂಬಾ ಇದೇ ನೀವು ಯುವ ಜನಾಂಗಕ್ಕೆ ಸ್ಫೂರ್ತಿ ಸರ್  ನಿಮಗೆ ಒಂದೂ ದೊಡ್ಡ ನಮಸ್ಕಾರ ಯಾವ ಒಂದೂ   ವಿಶ್ವವಿದ್ಯಾನಿಲಯ ಕಲಿಸದ ಪಾಠವನ್ನು ಜೀವನ ಕಲಿಸುತ್ತದೆ ಎಂಬುದಕ್ಕೆ ನಿಮ್ಮ ಜೀವನವೇ ಉತ್ತಮ ಉದಾಹರಣೆ ಸಾರ್ ದೇವರು ನಿಮಗೆ ಒಳ್ಳೆಯದು ಮಾಡಲಿ ಧನ್ಯವಾದ.,0
Super song alva,0
ಕನ್ನಡ ಸಿನಿಮಾ ಸೂಪರ್,0
ಸರ್.. ನಾನು ಪ್ರೊ॥ ಶಂಭು ಬಳಿಗಾರ ಅವರ ಅಭಿಮಾನಿ.. ನಾನು ಅವರ ಇ ೬ ಆಡಿಯೋಗಳನ್ನು ಸುಮಾರು ೧೦೦೦ ಕ್ಕಿಂತಲೂ ಹೆಚ್ಚು ಬಾರಿ ಕೇಳಿದ್ದೀನಿ.. nಕೆರೆಗೆ ಹಾರ..nಗೋಧಿ ಹುಗ್ಗಿ ಗಂಗಯ್ಯ..nತೊಗರಿ ತಿಪ್ಪ-೧..nತೊಗರಿ ತಿಪ್ಪ-೨..nಹಾಲುಂಡ ತವರು..nನುಚ್ಚಿನ ಮಲ್ಲಯ್ಯ..nnಸರ್.. ನೀವು ನಿರೂಪಿಸಿರುವ ಮತ್ತೆ ಯಾವ ಯಾವ ರಚನೆಗಳಿವೆ.. ದಯವಿಟ್ಟು ತಿಳಿಸಿ ಸರ್.,0
Love you boss super,0
Super Film sir account number kodi amount hakabeku nijavgalu,0
Likes goskara yaakro prathi video nallu d boss fans,1
@Megharaj 1 bro avru all best ellidu d fans ge ne nOdeya,0
ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ......🤙🤙,0
Kayakave kailasa sir,1
Btv avra hatra video clip irbodu.... ಇದ್ರೆ ಹಾಕಿ plzz,0
All the best n      Yella  kannadigana paravagi nYella nataru nammavare,0
Sir ye song Tamil language me hai,5
Vijaya prakash voice is superb just I cont yappa super super,5
After #marakkar trailer,5
Super agi hugdidiya bro,0
ಅಶ್ವಥ್ಥಾಮ ಚಿರಂಜೀವಿ ಆಗಿದ್ದು ಹೇಗೆ,0
ಡಾ//ಶಂಭು ಬಳಿಗಾರರ ಮಾತು ಹುಗ್ಗಿ ಹಾಲು ಉಂಡಷ್ಟು ರುಚಿ... ನಾನು ಬಾಲ್ಯದಿಂದಲೇ ಅವರ ಈ ಹಾಸ್ಯ ಕಥೆಗಳನ್ನು ಕೇಳುತ್ತ ಬೆಳೆದವನು...,0
Kannada ಚಿತ್ರರಂಗಕ್ಕೆ ... Signature movie agutte.. avane ಶ್ರೀಮನ್ನಾರಾಯಣ....,0
I love u sir,0
Super bro  l love song,5
niddeburak thumba ne strong iddane guru,0
prajwal devaraj career best movie.,0
Ninv super agi video madtira bro,0
@Chaitanya P hwdu,0
Me bro,5
Wow prajwal looks is awesom  ಈ ಮೂವೀ ಆದ್ರೂ ಹಿಟ್ ಆಗ್ಲಿ ಕನಪ್ಪ ದೇವ್ರೇ,0
how u told ?nivu heg heltiya bro,0
Helodannu kadime madu antialla desha uddarane,2
Super good bro like this video song..🤩🤩🤩,5
Sir eega navu uthpadane madidanna vedeshakee yavareeti procedure mulaka kalstatee.yavdee lancha eladee.,0
Super Anna ಆದ್ರೆ ನಮ್ ಹತ್ರ ಏನ್ ಇದ್ದೆ yala ದೊಡ್ಡ ದೊಡ್ಡ ಹಣ್ಣ ಇದ್ದವರು ಕೈ ನಲಿ  ಇದೆ ಏನ್ ಮಾಡೋದು,0
Nam guru songs always different,0
So nice bro,5
Jai D BOSS,5
ಬಿಟ್ಟ  ಸ್ಥಳ ತುಂಬಿ __ ಶಟ,3
ಸೂಪರ್ n.. ಮಠ ಸರ್ ದಾಡಿ ಬ್ಲಾಕ್ ಮಾಡಿರೋದು ಖುಷಿ ತಂದಿದೆ,0
all India kicha sudeep fanz like,5
Manjunatha  Manju,5
@vinoddevadiga Jogimane neev irodh elli?,0
Super song bro,5
Ho guru adu pubg alla  adu yav game antha modlu thilko ninu,2
Avnu bandiddre avana video akki,0
@Syed Akbar hello srk athava salman khan fan... Ninge race 3 ne sari... nnnnSuper story alvaa race 3,0
Super songr new rekard break madly,0
ASN asli sir benga ayti re song,0
Anjali Devi super story,5
Idu esta Janagalage like aagide,0
Last dialog 🤙,5
ಏನ್ ಹೇಳೋಣ.....?nSimply ಸೂಪರ್.......nದಿಯಾ ಮಾತ್ರ ಅಲ್ಲ... ಇಂಥಹ ಹಲವು ಸಿನಿಮಾಗಳು  ಗೆಲ್ಲುತ್ತಾ ಇಲ್ಲ...ನನ್ನ ಪ್ರಕಾರ ಥಿಯೇಟರ್ ನ ಟಿಕೆಟ್ ಬೆಲೆ ಕಡಿಮೆ ಅಗಬೇಕು.,1
Tamil vishal movie remake,5
Actually ಇದು ಇದು song  ಅಂದ್ರೆ...🤘🤘 ಏನಂತೀರಿ ಗೆಳಯರೆ.,0
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,0
@sumya kulkarni ನೀವು ಹೇಳೋದಕ್ಕೂ.... ದೇಶದ ಅಭಿವೃದ್ಧಿಗೂ ಸ್ವಲ್ಪನೂ ಸಂಬಂಧವಿಲ್ಲ.......ನನ್ನ ಪ್ರಕಾರ ಭ್ರಷ್ಟಾಚಾರ ನಿರ್ಮೂಲನೆ ಆಗಬೇಕು,0
Huchha Venkatsene west Indies... Al the best asn...,2
Super jai D boss,0
Anjali Devi z,5
Osam ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ,0
മലയാളീസ് ഉണ്ടെങ്കിൽ like button adich പോട്ടികട makkale..,5
@shiva prakash avru legends. Kannada film industry Annu ee varege thegondu bandirodu avre. Avrinda ivthina actors ge easy agirodu. nIdara madyadalli kannada film industry track kalkondithu,0
En guru ning isht like,0
Superb guru...hogiri makke tiktok ishta padorige,0
Pakka kannadigana Movie super,0
@Ranganath S yes,5
ಕನ್ನಡ ಸಿನಿಮಾ ರಂಗ ನಿಜಕ್ಕೂ ಮುಳುಗುತ್ತಿರುವ ದೋಣಿಯೇ ???nn,1
All The Best Gentlemen Team From All DBoss Fans,5
ಉತ್ತರ ಕರ್ನಾಟಕ ಶೈಲಿಯ ಕಲೆಯನ್ನು ಉಳಿಸಿ,0
Last  ತನಕ ನಕ್ಕಿ ನಕ್ಕಿ ಹೊಟ್ಟೆ ನೋವು ಬಂತು,0
ನಾನು ಲೈಕ್ ಮಾಡಿದೆ,0
ದಿಯಾ ಕನ್ನಡದ ಒಂದು ಸುಂದರ ಪ್ರೇಮ ಕಥೆ...ಭಾವನಾತ್ಮಕ ಚಿತ್ರ..ಹೊಸ ನಟನಟಿಯರ ಚಿತ್ರ ಅದೇನೂ ನೋಡೋದು ಸ್ವಾಭಾವಿಕ ಆದರೆ ಆತರದ ಅಭಿಪ್ರಾಯವನ್ನು ಸುಳ್ಳು ಮಾಡಿದ ಚಿತ್ರ.....ದೊಡ್ಡ ದೊಡ್ಡ ಸ್ಟಾರ್ ನಟರ ಚಿತ್ರಕ್ಕೆ  ಕತೆನಿಲ್ಲದೆ ಬಾರಿ ಬಿಲ್ಡಪ್ ಚಿತ್ರ ಇರುತ್ತೆ....ದಿಯಾ ಚಿತ್ರ ನೋಡಿ ಕನ್ನಡಕ್ಕೆ...ಹೊಸ ನಟರಿಗೆ ಬೆನ್ನು ತಟ್ಟಿ ಪ್ರೋತ್ಸಾಹಿಸಿ.....ಬೆಸ್ಟ್ ಆಕ್ಟಿನ್ಗ್ ಇದೆ ಬೆಸ್ಟ್ ಕತೆ ಇದೆ... ನೀವು ಈ ಚಿತ್ರ ನೋಡಿದ ನಂತರ ಒಂದಿಷ್ಟು ಹೊಸ ರೀತಿಯ ಅನುಭವವನ್ನು ಪಡೆಯುವಿರಿ....,0
Pakka! And KGF Chapter II ಇದಕ್ಕಿಂತ inna ದೊಡ್ಡ ರಾಜ್ಯ ನೇ ಕಟ್ಟುತ್ತೇ! Waiting for Asn & KGF II,0
Game name  bro,5
Pls in hindi,0
My favorite song in 2019 is Taaja samachara   ಸಾಹಿತ್ಯ ಪ್ರಿಯರೇ ಒಮ್ಮೆ ಈ ಹಾಡು ಕೇಳಿದ್ರೆ ಕೇಳ್ತಾನೆ ಇರ್ಬೇಕು ಅನ್ಸುತ್ತೆ....  Everybody watch this,0
Super guru neevu,0
ಅದ್ಬುತವಾಗಿದೆ ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ಚಿತ್ರದ ಹಾಡು ಹ್ಯಾಂಡ್ಸಪ್,0
ಇಂತಹ ಅದ್ಭುತ ಸಿನಿಮಾಯಳು ಮತ್ತು ಹಾಡುಗಳು ಕನ್ನಡದಲ್ಲಿ ಹೆಚ್ಚು ಹೆಚ್ಚು ಬರಲಿ  ಎಂದು ಎಲ್ಲರೂ ಹಾರೈಸೊಣ,0
le gubad..... likes inda aden sigutto nimgella..... olle bhikshukara thara like maadi like maadi andkondu.....,1
D boss love ers 1 like madi,0
anna super anna,0
ಎಲ್ಲಿ ಮಂಗಳ ಗ್ರಹದವರು ಅನ್ಕೊಂಡಿದ್ದೆ..,0
@Nandi Parthasarathi ಓಹೋ ನಂದಿನಿ ನಿಂದು ಮಿಲ್ಕ್ ಪಾರ್ಲರ್ ಬೇರೆ ಇದಿಯಾ,2
Prajwal Devaraj,5
ನಿಜವಾಗಿಯೂ ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ.. ಹ್ಯಾಟ್ಸ್ ಆಫ್ ನಾರಾಯಣ,0
ಸಾರ್ ನೀವು ಎಷ್ಟೋ ಜನರಿಗೆ ಮಾದರಿ,0
ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ all the best,0
R u tok tok girl??,0
Yar bekadru PM agakke agolla,1
Nanu 2 weaks ninda huccha agbitidini boss song ge fiddha agbitidini,0
Namma galli goo bandiddru ashwatthama,1
Bro ondu hellla nandu nan desha consumer economy navu producer economy agbeku. Edu agbeku andre swantha bussinessd madodu kalisabeku. Ellli job edre great ade entrprenuer r bussinesss madtidini andre yalru chikkkadagi nodtare madve agoke hudginu kodollla. Encouragrment ellla guru,0
Jai d boss,0
...so am I,5
ಭಹಾಳ್ ಚನ್ನಾಗಿ ಇದೆ,0
Neen build up films nodkindu irappa..illi yake bande..?,1
Sir u r amazing,5
Gurudesh pandey sir remake madobadlu swamek    madi sir,0
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,0
ಸೂಪರ್ ಸೋಮಣ್ಣ ಮಾಚಿಮಾಡ  ಇಂತಹ ಒಳ್ಳೆಯ ಕೆಲಸ ಇನ್ನೂ ಮುಂದುವರಿಯಲಿ  ಶಂಕರ್ ಸರ್ ನಿಮ್ಮ ನೇರವಾದ ಮತ್ತು ವಾಸ್ತವವಾದ ಮಾತಿಗೆ,0
idu charitre shrushtrisuva avatara = idu charithre shrushtusuva haadu,0
ನಮ್ಮ ಕನ್ನಡnನಮ್ಮ ಹೀರೋnನಮ್ಮ ಹೆಮ್ಮೆnಸೂಪರ್ nವಿಷ್ಣು ದಾದ ಅಭಿಮಾನಿ ಗಳು,0
@Ŕävîñđŕå_02_GøWđřú ನಿಮ್ಮ ಅಕ್ಕುನ್ ಒನ್ ನೈಟ್ ಕಲ್ಸು bgm,2
I like it  war,5
100 ಕೋಟಿ ಫಾರ್ month or day haa anna,0
Paapa yaro hair oil bagge helkodthidre niv yake oppose maadthira.adu avara ishta avaru yelli aadaru copy maadli ..niv yavathu yenu copy maadillva.niv hege nim opinion helidri avru ashte avara opinion helidru ashte.niv maathadidu avarige sari ansalla,2
ನೀನು ಅವನೇ ಅಂತ nನಾವು ನಂಬ್ತಿವಿ ..nಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರದವನು ..nಶ್ರೀಮನ್ನಾರಾಯಣ,0
super bro love you,0
Tik tok beda Anna,0
Agithu parichaya YouTube nalli....nSneha suruvaythu WhatsApp nalli....nMundu varida adhyaya...!,0
Ajanish Loknath en music kottiddiya ಗುರು ಚಿಂದಿ,0
Super video,5
I am a Malayalee and i also agree it's kannada.,5
Naa innomme e movie naodalla  avanajji eradu dina aytu hale hudgi nenapagi uta illa nidde illa sayotara annistide,2
RAKSHIT SHETTY WE LOVE YOU SO MUCH,5
@madhukumar madhukumar ks for a kind information.... audio lunch....🤔,2
abba en song Superrr,0
That voice....n@VP sir..nVere level song,0
@satishnithyanandam nin hesralle comedy ide ..nin antha thika kobbu iro mindri sule makklathrs nangen mathu. Hogo kong boli magane.,2
ಅವನೆ ಶ್ರೀಮಾನ್ ನಾರಾಯಣ 300 ಕೋಟಿ ಅರಾಮಾಗಿ ಮಾಡುತ್ತೆ ಅನ್ನುವವರು ಲೈಕ್ ಮಾಡಿ,0
Seems like they are sallu muvi fans🤣🤣,3
Super guru,0
Prajju yav dress hakudru super aage kantane ..,0
Hindi songs kaha he,5
ಸಿನಿಮಾ ಅದ್ಭುತ,0
super anna super creative kannadiga,0
ಮೆರೆಯಲಿ ಕನ್ನಡದ,0
I like it sr good job,5
@prithvi nayak ನಿಮ್ಮ ಅಮ್ಮ ಆಲ್ಸೋ ಫ್ಲಾಪ್,2
ಧ್ರುವ ಬಾಸ್ ಅಭಿಮಾನಿಗಳು ಲೈಕ್ ಮಾಡಿ,0
Bro nivu adthiro game yavudu,0
ಡಿ ಬಾಸ್ ಫ್ಯಾನ್ಸ್ ಲೈಕ್ ಮಾಡ್ರೋ,0
super hit song kannada,0
Jai dboss,0
super comedy drama togari tippa,5
Olle kelsa madudru ban madi......  2020 li idonde gudnews,0
Intaha innu hadugalu kannada industryge beku annuvavaru like madi,0
ಸುದೀಪ್ ಅಣ್ಣನ ಅಭಿಮಾನಿಗಳಿಂದ ಕಡೆಯಿಂದ ಅವನೆ ಶ್ರೀಮನ್ ನಾರಾಯಣ ಚಿತ್ರ ಶತದಿನೋತ್ಸವ ಆಚರಿಸಲೆಂದು ಶುಭಕೊರುತ್ತೆವೆ,0
Slow poison song hit like if u agree,0
Sata bita jaga fill hagede dud,0
I hv one doubt gay gu ivarigu en difference heli,4
Super  VP sir,5
ಸಾಹಿತ್ಯಗಾರರ ಕನ್ನಡನಾಡಿನಲ್ಲಿ ಸಾಹಿತ್ಯವನ್ನ ಅಚ್ಚ ಕನ್ನಡದಲ್ಲಿ ಬರೆದಿರುವ ಅ ಸಾಹಿತ್ಯಗಾರ ಯಾರು ಅಂತ ನನಗೆ ಗೊತ್ತಿಲ್ಲ ಆದರೆ ತುಂಬಾ ಸೊಗಸಾಗಿದೆ ಸಾಂಗ್,0
Bro nim maath keli China App hogli Indian App nallu video madalla bidi,0
Super song,5
Jai d boss,5
Bhai Main Kabhi Aisa video Nahi Dekha Kisi movie mein,5
Telugu lyrics super,5
ಈ ಯುಗದ ಶಂಕರ್ ನಾಗ್ ಗುರು ನೀನು  all the best from DBOSS fans,0
ಥೂ ನಿಮ್ಮ ಮೊದಲು ನಮ್ಮ ದೇಶ ನಮ್ಮ ದೇಶಕ್ಕೋಸ್ಕರ ಬದುಕಿ  ಚೀನಾದವರ ನೀವು  ಚೀನಾದ ಅವರಿಗೋಸ್ಕರ ಬದುಕಬೇಡಿ ನಮ್ ದೇಶ ನಮ್ ನಾಡನ್ನು ಬೆಳೆಸಿ ಮೊದಲು,3
ಈ ಎಲ್ಲ ಅಂಶಗಳನ್ನು ಗಮನಿಸಿದರೆ ನಮ್ ದೇಶದಲ್ಲಿಯೂ ಸಾರ್ವಭೌಮತ್ವ ಇರಬೇಕಿತ್ತು ಅನ್ಸುತ್ತೆ.,0
Nija helidri sir..! Nimma video nodi admele kuda namma bhatiyaru  badalali antha pray madtini.,0
Sir mate communist best antiria nDemocracy li rajakarnigalu kithadtare,3
E kannalli ennu en  en nodbeko bro,0
ನಾನು 15ವರ್ಷ ಹಿಂದೆ ಚಾಮಯ್ಯ ಮೇಷ್ಟ್ರು ಅಶ್ವಥ್ ಸಾರ್ ಇಂಟರ್ವಿವ ನೋಡಿದ್ದೆ,0
Loved vijay prakash sir voice,0
Nange gottu ashwathama ellidane anta,0
Making Nalli crazy star nenapadru...,0
Super togari tipa,5
oba mele hogutidane andre navanige melle hogokke sahay madobadallu avan kalu aledu kelage billisoke nodo janare nammalijas,3
ಸರ್ ತಂದೆಗೆ ತಕ್ಕ ಮಗ ಸರ್ ನೀವು ಯಾವುದೇ ಆಶದಾಯಕವಾದಿ ಅವಕಾಶವಾದಿಯು ಅಲ್ಲ  ನಿಮ್ಮ ತಂದೆಯವರ ಆದರ್ಶಗಳಿಂದ ನನ್ನಂತಹ ಕೊಟ್ಯಾಂತರ ಜನ ಬದುಕು ಕಟ್ಟಿ ಸತ್ಯ ಮಾರ್ಗದಲ್ಲಿ ನಡೆಯುತ್ತಾರೆ ನಿಮಗೆ ಅನಂತ ಕೋಟಿ ಧನ್ಯವಾದಗಳು,0
100/ true sir,5
super film kavanadalli kathe,0
Adu igala 1960 ali nadedidu doctor incident,0
Love u shettre,0
Sakkat  matu,0
ha ha ha ha,5
wowww superb song,5
Sir super keep it up,5
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,0
Alla Darshan fans,0
starting baro music kundavani ಕುಂದಾಪುರದ u remake,0
Bindu gowda hello!.... Koltogiro kobri mithaayi mukdavlene🤭🤙,2
@prithvi nayak nayakru suel maklu,2
Super video 🤩,5
ಸಾಹಿತ್ಯ ಬಹಳ ಅದ್ಭುತವಾಗಿ ಮೂಡಿ ಬಂದಿದೆ.,0
Brother Bindu Gowda du tik tok ban hagirodhru bagge matadidhalala adur bagge video Madi n( Love you u r channel ),0
@Nandi Parthasarathi ನಿನ್ ತುಲ್ಲು ಊರ್ ಬಾಗ್ಲು,2
Lingaraju  m,0
Hands up like madi,0
Happy to ban china App Bloody Tiktok,5
Hands up avathara,0
anna intha kachada nahigallna roast madodralli tapenilla asn dialogue  daritapdhorna kshamisbodhu thap daari hiddhornallla  nim jothe iddhivi anna,4
Nimge henge gotthu neevu en alle idra,2
Super ri boss lovely jai Kiccha Fan's jai rakshith Shetty boss,0
Over buildup yella yaake bidu guru...story chanagi kottidre saaku...aa rashmika thika uribeku....,2
17 million views,5
ನನಗೆ ಮಹಾಭಾರತ ಅಂದರೆ ತುಂಬಾನೆ ಇಷ್ಟ....nಮಹಾಭಾರತದಲ್ಲಿ  ಬರುವ ಪಾತ್ರಗಳು,0
Ellanu KGF ge yaak compare maadtiyaa guru,2
I love you RAKSHIT...,0
Ega ha ashvathama ellidhane,0
Super bro 🤣🤣🤣🤣,0
ಡುಬೇಕ್ add ಕಾನುನುಬದ್ದವಾಗಿದೆಯ??? ಇಂಜಿನಿಯರಿಂಗ್ ಮಾಡಿ ಕೆಲಸ ಮಾಡೊದ ಬಿಟ್ಟು ಜೂಜ್ ಆಡ್ತನಂತೆ ಲಕ್ಷ  ಕಳೆದುಕೊಂಡು ಮೇಲೆ ಬುದ್ಧಿ ಬರತ್ತೆ,1
Super song bro,5
Bari prayojanake barada films nododu Facebook YouTube li comments hodiyodu yaavalo hudugi siktale anta instagram li search madodo ede Indians hanebaraha etara madidre dhesha development aagoke saadyana,3
Super d boss 🥰 🤳,5
ಆಗೇ ಆಗತ್ತೆ 50 million + just wait,0
Super song,5
@Yashas Cp pakka,0
Hi my friend,5
34 m v,5
Movie chenagide hogi nodi,0
@Darshan Jain bro fans fans tara irona please personal agi family mele beda. Ibbarigu sari kanalla nanna mele ba illa nanna hero mele ba adu bittu family mele beda. It seems like worst.  You have also god(mother). Amma ammane yallara amma yallarigu ammane bro nimma amma namma amma bere anta enu iralla bro. Nanu ninna cmnt ge reply ade tara kodbavudu but nange amma nenpagutte so please understand.,0
Supper trailer I like,5
Estu kelidru matte matte kelbeku ansutte,0
Shankar nag boss tara yaru barala barake agala adu bandre adu uppi avru matra aste ..always king mekar is uppi and Shankar nag bossssssssss,0
Super fast kate,0
I am waiting bahi,5
Super correct sir,5
@Dr Vishnu Dada- Appu,5
Hands up song ge,0
Please movie na re release madi,0
I big big fan of Dia,5
Ennu.   Madu. Guru eee sule magllu du. Troll. Na,3
Guri bennatto netara.......hands upp,0
ಕನ್ನಡಿಗ ಕಲಾರಸಿಕ nAvane Srimannarayana Trailer-BGM n          Re-Createdn,0
Excellent song,5
ಚಿತ್ರ ಗೆದ್ದಿದೆ ಆಧರೆ nಪ್ರೇಕ್ಷಕ ಸೋತಿದ್ದಾನೆ,1
Egu edare sir,0
ಬನ್ನಿ ಸರ್ ನಾವು driver ರೆ ದೇವರು ಯಾರಿಗೂ ಅನ್ಯಾಯ ಮಾಡೋಲ್ಲ  ನಮ್ಮ ಪಾಲಿಗೆ ಬಂದಿದ್ದನ್ನ ನಾವು ಅನುಭವಿಸಲೇ ಬೇಕು.....god bless you sir,0
Link share madi,0
Kannada super song.....super boss..... hands up,0
ದಯವಿಟ್ಟು ಕನ್ನಡ ಅಭಿಮಾನಿಗಳು ಒಂದಾಗಿ ಕೆಲ್ಸ ಮಾಡೋ ಸಮಯ,0
ಅರೆ  ಜನ ಕುಣಿದು ಕುಪ್ಪಳಿಸುತಿದ್ದಾರೆ ಅಂತ Tik tok ban ಮಾಡಿಲ್ಲ. ಇದನ್ನು ಬಳಸುವ ಬಹಳಷ್ಟು ಜನಾ ಕೇಂದ್ರ ಸರಕಾರದ ವೈಫಲ್ಯ ಎತ್ತಿ ತೋರಿಸಿ,3
ಬುದ್ಧಿ ಹೇಳೋಕೆ ಬುದ್ಧನೇ ಆಗಬೇಕು ಅಂತ ಏನ್ ಇಲ್ಲ... ತಲೆಯಲ್ಲಿ ಬುದ್ಧಿ ಇದ್ರೆ ಸ್ವಲ್ಪ ಸಾಕು....  Ck,1
Bro  I am your big fan,5
ಸಾಂಗ್ ಬೆಂಕಿ n,0
Entha savu marre idu nExam Alli ans nepagalla  1line bardu 2nd line baribekidre ide song barutte,0
ಇದು ಖಂಡಿತ ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ!,0
ನಿಜವಾದ ಪ್ಯಾನ್ ಇಂಡಿಯನ್ ಚಲನಚಿತ್ರ ಈ ದಿಯಾ. ಅತ್ಯದ್ಭುತ ಚಿತ್ರ  ಗುರು,0
KICHCHA BOSS FANS,5
@abhi k patil,5
Very nice togari tippa story,0
Slow poison song annoru like madi...,0
Super guru iam proud my india,0
@Nandi Parthasarathi ಚಕ್ಕ ಮುಂಡೆ... ನಿನ್ ತುಲ್ಲಗೆ ನನ್ ತುಣ್ಣಿ ಹಾಕ ಎಷ್ಟೇ ನಿನ್ ರೇಟು,2
ಡಬ್ಬಿಂಗ್ ಪ್ರೋತ್ಸಾಹಿಸುವವರು ಲೈಕ್ ಮಾಡಿ,0
You have bright future,5
Agreed virat kohli looks,5
Super song great song,0
So super song yaa,5
Mysore maharajara bagge hemme inda helidralla tumba chennagittu.,0
Paramvah Music uuuujnxgjmifjkijhn Ya jinhen,0
@SHASHIKALA B howda mam enge,0
Trailer Andre Eg Erbeku...,0
Thank you sir,5
Friend's Block tickets kuda sigalla,0
@Avinashdada kichcha neenu nange alveno huttirodu nan bale koose respect fathers my waste sperms all bale pans nam balegaran hendthi malayalee maneli oble avalanthe hogi avl kari thulna kelike biddange nekku thuldeepanan pan agidukku saarthka agutte puccha pans for a reason 🤣🤪,2
Amar prasad sir ಈ ಕೆಲವು ಅತಿ ಉತ್ತಮ ವಿಷಯಗಳನ್ನು ಗಮನಿಸಿದರೆ ನಾವು ಚೀನ ದೇಶದಿಂದ ತುಂಬ ವಿಷಯಗಳನ್ನು ಕಲಿತು ನಮ್ಮ ಜೀವನದಲ್ಲಿ ಅಳವಡಿಸಿಕೊಳ್ಳಬೇಕು. ಆಗ ಮಾತ್ರ ನಾವು ನಿಜವಾಗಿಯೂ ಸಶಕ್ತ ವಾಗಲು ಸಾಧ್ಯವಾಗಬಹುದು ಎಂದೆನಿಸುತ್ತದೆ... ಈ ಮಾಹಿತಿ ಗಾಗಿ ತುಂಬ ಧನ್ಯವಾದಗಳು ಸರ್..,0
@d boss mania Kaili aagde iro shandru mai paruchkotave nnadak naav tale kedskolalla nndagar na nam karnataka dalle yavangu gottilla inna other state,3
Kannada industry is next level ivaga yaru alladsak agalla Kannada industry na,0
Even I had Same feelings..!,5
@Aiswarya Soundarya HI mem vge,5
Making super 🤩,5
Kannada indusrty ivag ivaga improve agtaide annovru like madi..,0
ಈ ರೀತಿ ಬೇಧ ಭಾವ ಬೇಡ ಇಡೀ ರಾಜ್ಯದಲ್ಲಿ ಅವರನ್ನು ಇಷ್ಟ ಪಡುವ ಅಭಿಮಾನಿಗಳು ಇದ್ದಾರೆ.,1
@naveen v  looo thikamuchkondu hogi nim BALEGARA SUDEEP HELU BARI KANNADA MOVEI THEGIYOKKE MANGDHULLE,0
its miss guide,5
u great pa love u,0
Super song all the best from Shivaraj Kumar fans,0
Super song,0
ದಯವಿಟ್ಟು ಬಿಡುಗಡೆ ದಿನಾಂಕವನ್ನು ಹೇಳಿ,0
ಜನ ಯಾಕೆ ಥಿಯೇಟರ್ ಗೆ ಬರ್ತಿಲ್ಲ ಅಂದ್ರೆ piracy ಫೋನ್ ಅಲ್ಲೇ movie ಸಿಗುತ್ತೆ ಮತ್ಯಾಕೆ ಥಿಯೇಟರ್ ಗೆ ಹೋಗೋದು ಅಂತ ಬರೋಲ್ಲ ಜನ,1
Offter long back coming see Kannada cinema...........New multitalented shankaranna............kannadada gandu,0
Rashmika elliddeyakka🤣🥀nnnRakshith Shetty rockzzzzzzz,0
Hands  up  super  songs,0
ನಿಜ ನನ್ಗು ಹಾಗೆ ಆಯ್ತು ಮರ್ರೆ,0
sir nem no kodie plz plz,0
